Born	City	Pr/St	Cntry	Nat	Ht	Wt	DftYr	DftRd	Ovrl	Hand	NHLid	Last Name	First Name	Position	Team	GP	G	A	A1	A2	PTS	+/-	E+/-	PIM	Shifts	TOI	TOI	TOI/GP	TOI/GP	TOI%	IPP%	SH%	SV%	PDO	F/60	A/60	Pct%	Diff	Diff/60	iCF	iCF	iFF	iSF	iSF	iSF	ixG	iSCF	iRB	iRS	iDS	sDist	sDist	Pass	iHF	iHF	iHA	iHDf	iMiss	iGVA	iTKA	iBLK	iGVA	iTKA	iBLK	BLK%	iFOW	iFOL	iFOW	iFOL	FO%	%FOT	dzFOW	dzFOL	nzFOW	nzFOL	ozFOW	ozFOL	FOW.Up	FOL.Up	FOW.Down	FOL.Down	FOW.Close	FOL.Close	OTG	1G	GWG	ENG	PSG	PSA	G.Bkhd	G.Dflct	G.Slap	G.Snap	G.Tip	G.Wrap	G.Wrst	CBar 	Post	Over	Wide	S.Bkhd	S.Dflct	S.Slap	S.Snap	S.Tip	S.Wrap	S.Wrst	iPenT	iPenD	iPENT	iPEND	iPenDf	NPD	Min	Maj	Match	Misc	Game	CF	CA	FF	FA	SF	SA	xGF	xGA	SCF	SCA	GF	GA	RBF	RBA	RSF	RSA	DSF	DSA	FOW	FOL	HF	HA	GVA	TKA	PENT	PEND	OPS	DPS	PS	SOS	SOG	SOGDG	OTOI	Grit	DAP	Pace	GS	GS/G	1st	2nd	3rd	MGL	Injuries	CHIP	NMC	Status	Salary	Cap Hit
1994-05-23	Vantaa		FIN	FIN	75	215	2012	3	74	L	8476902	Lindell	Esa	D	DAL	73	6	12	5	7	18	8	-4,1	22	1981	95795	1581,6	21,87	21,80	37,5%	26,9%	8,9%	,907	996	2,54	2,88	46,9%	-9	-0,34	223	223	151	99	99	99	5,4	11	4	8	12	46,9	43,7	115,9	93	93	100	-7	52	47	34	119	47	34	119	7,5%	0	1	0	1	0,0%	0,1%	0	1	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	1	0	5	0	4	4	44	0	0	19	22	2	0	56	11	8	11	8	-3	4,5	11	0	0	0	0	1443	1597	1054	1177	750	814	67,9	84,0	222	268	67	76	57	77	65	79	122	156	830	859	468	475	250	198	86	77	0,7	3,6	4,2				2636,48	234	11,5	115,3	22,8	0,31	1	1	3					RFA	$802 500,00	$745 833,00
1994-11-29	Skellefteå		SWE	SWE	71	191	2014	5	144	L	8478073	Lindholm	Anton	D	COL	12	0	0	0	0	0	-8	-0,7	2	245	10621	177,3	14,77	14,76	27,4%	0,0%	5,6%	,824	881	1,35	5,42	20,0%	-12	-4,06	22	22	14	7	7	7	0,5	1	0	0	0	63,1	47,9	0,0	38	38	7	31	7	4	2	12	4	2	12	7,7%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	1	0	3	0	1	0	2	1	0	1	0	-1	-0,2	1	0	0	0	0	135	155	99	116	71	91	6,3	7,4	22	31	4	16	7	3	6	2	13	5	70	79	78	48	19	18	8	7	-0,2	-0,2	-0,4				470,45	52	40,0	98,2	-0,4	-0,04				1	Lower body	$8 750,00		RFA	$667 500,00	$717 500,00
1994-12-02	Boden		SWE	SWE	73	192	2013	1	5	R	8477496	Lindholm	Elias	C/RW	CAR	72	11	34	29	5	45	-2	2,8	16	1743	78543	1289,7	18,18	18,09	30,5%	69,2%	9,6%	,899	995	3,02	2,56	54,2%	10	0,47	268	272	216	149	151	151	19,2	80	16	9	25	27,3	24,8	598,3	99	98	98	0	69	37	57	43	36	54	43	4,0%	353	282	346	280	55,6%	49,9%	122	106	86	51	145	125	97	68	110	99	225	189	0	3	0	1	0	0	0	0	0	4	0	0	7	0	0	5	64	7	5	7	49	13	0	70	8	15	8	11	7	5,8	8	0	0	0	0	1367	1085	1007	800	677	547	72,9	56,3	257	208	65	55	69	44	61	61	130	105	713	542	382	437	202	228	56	57	2,5	1,6	4,1				2944	158	19,5	114,1	49,7	0,7	2	2	4	10	Lower body, Upper body	$329 268,29		RFA	$2 500 000,00	$2 700 000,00
1994-01-20	Helsingborg		SWE	SWE	75	205	2012	1	6	L	8476854	Lindholm	Hampus	D	ANA	66	6	14	5	9	20	13	17,8	36	1786	88900	1476,8	22,45	22,42	37,5%	32,3%	8,3%	,926	1009	2,52	1,95	56,4%	14	0,57	203	203	132	94	94	94	6,3	11	4	6	10	48,5	38,6	117,0	98	98	119	-21	38	63	18	94	63	18	94	7,3%	2	0	2	0	100,0%	0,1%	0	0	1	0	1	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	1	2	1	0	2	0	4	1	33	1	0	33	12	1	1	46	18	12	18	10	-6	1,2	18	0	0	0	0	1410	1288	1046	970	746	647	76,0	65,7	271	221	62	48	60	47	75	70	135	117	751	672	690	522	227	126	88	91	1,1	4,5	5,6	1	0	0	2465,56	228	6,4	109,6	33,3	0,5	3	2	0	3	Upper body	$209 027,38		UFA	$3 000 000,00	$5 713 415,00
1987-11-12	Edmonton	AB	CAN	CAN	72	191	2006	1	12	R	8473412	Little	Bryan	C/RW	WPG	59	21	26	16	10	47	-7	4,0	18	1455	62152	1019,5	17,55	17,46	30,2%	73,4%	10,9%	,884	993	3,77	3,41	52,5%	6	0,35	188	189	157	118	119	119	13,7	53	11	9	20	24,9	22,5	166,3	35	35	35	0	39	19	31	23	19	31	23	2,5%	610	487	596	484	55,6%	94,6%	178	170	203	146	229	171	229	175	176	139	380	310	1	4	3	1	0	0	5	1	1	3	3	0	8	1	1	3	34	17	11	13	20	11	0	47	9	8	9	7	-1	0,5	9	0	0	0	0	1024	904	803	684	589	502	56,0	44,8	178	147	64	58	39	32	56	53	95	85	630	512	284	225	150	128	54	54	4,6	0,6	5,3	2	1	0	2356,87	76	7,3	113,5	44,9	0,77	5	1	1	23	Lower body	$1 318 292,68	M-NTC	UFA	$5 000 000,00	$4 700 000,00
1990-07-03	Oakville	ON	CAN	CAN	69	170				L	8478371	Lorito	Matt	LW/RW	DET	2	0	1	0	1	1	0	0,1	0	37	1732	28,2	14,43	14,32	25,2%	100,0%	8,3%	,909	992	2,13	2,13	50,0%	0	0,00	8	8	7	6	6	6	0,5	2	0	1	1	22,8	24,6	0,0	0	0	2	-2	1	0	1	0	0	1	0	0,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	3	0	0	0	0	0	0,0	0	0	0	0	0	16	22	13	18	12	11	1,0	1,4	4	6	1	1	1	1	2	1	3	2	12	8	15	14	1	5	1	1	0	0	0,1				83,62	0	0,0	80,9	0,7	0,33										
1984-02-20	Concord	NH	USA	USA	73	206				R	8473933	Lovejoy	Ben	D	N.J	82	1	6	4	2	7	-7	-6,9	39	2241	102209	1673,1	20,80	20,66	35,9%	18,9%	5,8%	,926	984	1,33	2,55	34,3%	-34	-1,22	148	149	112	84	84	84	3,5	7	4	5	9	53,2	47,4	64,1	82	80	117	-37	29	40	18	150	39	18	145	8,2%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	27	1	0	42	19	1	0	21	18	5	15	3	-13	-3,1	17	1	0	0	0	1073	1771	845	1340	636	956	50,5	86,0	165	281	37	71	24	53	42	59	66	112	858	871	503	620	195	176	95	82	-1,2	3,8	2,5				2981,17	272	5,9	102,0	1,5	0,02	0	1	0					UFA	$2 500 000,00	$2 666 667,00
1993-03-29	St. Louis	MO	USA	USA	77	210	2011	3	67	L	8476392	Lowry	Adam	C/LW	WPG	82	15	14	7	7	29	1	1,0	52	1935	78962	1294,3	16,05	15,96	27,7%	52,7%	8,8%	,912	1001	2,55	2,83	47,4%	-6	-0,28	197	200	161	120	122	122	18,8	81	19	14	33	24,4	22,5	143,1	217	214	112	102	42	24	29	56	24	29	56	4,4%	658	637	652	630	50,8%	91,2%	293	299	215	195	150	143	203	210	240	215	380	378	0	0	1	1	0	0	3	0	0	2	0	0	10	1	3	5	33	14	6	3	13	4	0	82	19	15	16	14	-4	-0,5	16	2	0	1	0	1112	1273	856	944	623	695	61,6	63,8	210	215	55	61	55	50	70	58	125	108	705	701	605	443	194	129	81	69	1,2	1,2	2,4				3372,82	327	15,4	110,6	28,4	0,35	1	3	3					RFA	$1 000 000,00	$1 125 000,00
1988-06-07	Vancouver	BC	CAN	CAN	75	236	2006	2	50	L	8473473	Lucic	Milan	LW	EDM	82	23	27	19	8	50	-3	0,9	50	1769	84435	1403,1	17,17	17,15	30,4%	58,1%	10,4%	,918	1021	3,68	2,10	63,7%	37	1,58	310	310	249	175	175	175	22,2	89	9	17	26	26,1	26,4	315,8	202	202	87	115	74	49	26	20	49	26	20	1,8%	4	3	4	3	57,1%	0,5%	0	1	0	1	4	1	1	0	2	2	3	2	0	3	3	1	0	0	1	1	1	3	5	0	12	0	3	7	64	19	3	12	43	23	4	71	16	7	16	8	-9	-5,3	10	6	0	0	0	1564	1122	1157	836	829	594	85,0	58,0	317	201	86	49	55	49	72	85	127	134	650	740	539	505	278	164	61	75	4,3	1,4	5,7				3216,03	278	22,8	114,9	51,9	0,63	2	3	3				NMC	UFA	$8 000 000,00	$6 000 000,00
1992-01-06	Tver		RUS	RUS	74	207				R	8479648	Lyubimov	Roman	LW	PHI	47	4	2	1	1	6	-2	-3,6	8	682	27011	450,1	9,58	9,58	18,7%	50,0%	6,6%	,919	985	1,60	2,27	41,4%	-5	-0,67	84	84	67	41	41	41	4,8	16	12	5	17	33,1	29,6	31,0	28	28	37	-9	26	5	12	16	5	12	16	3,9%	1	6	1	6	14,3%	1,9%	0	0	1	2	0	4	0	1	0	3	1	3	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	1	25	4	0	6	5	2	2	22	4	5	4	5	1	-1,0	4	0	0	0	0	380	410	266	283	181	209	14,2	16,1	42	52	12	17	24	15	27	18	51	33	202	166	213	249	54	41	23	29	-0,2	0,5	0,3	1	0	0	1955,9	52	10,0	105,3	7,9	0,17	1	0	1							
1994-08-22	Jyväskylä		FIN	FIN	74	206	2012	1	22	L	8476874	Maatta	Olli	D	PIT	55	1	6	4	2	7	17	7,6	12	1386	59611	992,2	18,07	18,06	32,7%	15,2%	9,0%	,936	1026	2,78	2,24	55,4%	9	0,54	129	129	88	66	66	66	2,2	1	4	5	9	56,9	49,5	79,0	72	72	129	-57	22	30	11	102	30	11	102	9,4%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	19	1	0	30	3	0	0	32	6	6	6	6	0	3,3	6	0	0	0	0	884	1082	657	782	510	575	42,9	52,1	133	163	46	37	46	49	32	36	78	85	466	539	421	457	134	114	55	63	-0,4	2,6	2,3				2038,75	186	13,8	118,9	16,2	0,29				27	Illness, Hand	$1 344 512,09		UFA	$4 083 300,00	$4 083 333,00
1985-04-06	Lloydminster	AB	CAN	CAN	72	192	2003	3	74	L	8470667	MacArthur	Clarke	LW	OTT	4	0	0	0	0	0	-1	0,4	0	69	3237	53,9	13,48	13,48	23,5%	0,0%	0,0%	,950	950	0,00	1,11	0,0%	-1	-1,11	13	13	9	5	5	5	0,4	0	0	0	0	34,8	30,1	0,0	4	4	3	1	4	1	1	1	1	1	1	2,7%	0	1	0	1	0,0%	2,3%	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	3	0	0	0	0	0	0,1	0	0	0	0	0	59	37	43	28	26	20	3,0	1,7	12	6	0	1	1	3	1	3	2	6	17	27	20	17	7	5	3	4	-0,2	0	-0,1				175,57	5	0,0	106,8	0,5	0,13	0	0	1	78	Concussion	$4 423 170,73	M-NTC	UFA	$4 500 000,00	$4 650 000,00
1986-09-07	Judique	NS	CAN	CAN	73	204	2006	6	160	L	8473584	MacDonald	Andrew	D	PHI	73	2	16	12	4	18	-5	0,7	26	1947	88074	1460,4	20,10	20,07	35,7%	47,4%	6,5%	,908	973	1,56	2,88	35,2%	-32	-1,31	159	159	95	65	65	65	3,1	6	4	6	10	50,2	45,8	315,4	39	39	126	-87	30	50	8	151	50	8	151	9,8%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	28	2	0	32	6	1	0	24	12	10	13	8	-2	2,0	12	0	0	0	0	1133	1545	809	1072	583	759	45,7	66,9	158	218	38	70	39	65	64	66	103	131	717	722	490	611	206	126	78	83	0,4	3,3	3,7				2632,47	216	3,9	110,0	17,9	0,24	0	0	1	6	Lower body	$365 853,66		UFA	$4 750 000,00	$5 000 000,00
1981-06-11	Sudbury	ON	CAN	CAN	71	181	1999	5	128	L	8468001	MacKenzie	Derek	C/LW	FLA	82	6	10	7	3	16	-7	-10,6	50	1559	61819	1029,4	12,57	12,56	22,6%	61,5%	6,4%	,924	988	1,52	2,74	35,6%	-21	-1,22	155	155	125	91	91	91	7,6	23	8	12	20	36,3	31,0	141,7	192	192	58	134	34	25	34	45	25	34	45	4,1%	386	386	386	386	50,0%	74,1%	192	210	120	115	74	61	128	135	132	111	232	231	0	1	1	2	0	0	0	0	2	0	1	0	3	1	2	2	29	12	1	24	9	7	0	38	18	19	16	17	1	0,9	15	2	0	0	1	681	1101	552	834	408	618	27,8	57,5	78	195	26	47	21	52	37	45	58	97	520	522	506	306	132	129	73	70	-0,4	1,1	0,6				3521,78	289	15,1	103,9	8,6	0,11	0	1	0					UFA	$1 300 000,00	$1 300 000,00
1995-09-01	Halifax	NS	CAN	CAN	72	205	2013	1	1	R	8477492	MacKinnon	Nathan	C/RW	COL	82	16	37	25	12	53	-14	0,5	16	2097	98124	1631,7	19,95	19,93	33,4%	64,6%	8,8%	,893	981	3,02	3,27	48,0%	-7	-0,26	436	436	333	252	251	251	22,5	76	12	24	36	31,6	27,5	447,7	56	56	61	-5	81	45	47	30	45	47	30	2,0%	769	752	768	752	50,6%	80,7%	247	269	268	293	254	190	243	196	284	291	466	448	2	2	4	1	0	0	4	1	0	1	0	0	10	0	7	5	69	23	1	16	28	11	3	169	8	22	8	21	14	13,4	8	0	0	0	0	1695	1487	1283	1150	930	833	80,5	71,8	256	226	82	89	61	66	66	56	127	122	970	914	401	327	200	217	83	101	3,1	1,7	4,8	3	1	0	3255,37	102	12,9	117,0	58,9	0,72	1	5	4					UFA	$5 000 000,00	$6 300 000,00
1997-01-18	Olten		CHE	CHE	69	177	2015	4	102	R	8478843	Malgin	Denis	C	FLA	47	6	4	1	3	10	-5	-3,4	8	720	31692	527,0	11,23	11,23	21,4%	62,5%	5,7%	,931	987	1,82	1,94	48,5%	-1	-0,11	102	101	81	67	67	67	6,3	21	4	3	7	31,7	30,0	35,8	34	34	39	-5	14	11	17	15	11	17	15	3,6%	67	117	67	117	36,4%	41,1%	16	23	37	54	14	40	23	35	22	32	47	80	1	0	1	0	0	1	0	0	2	2	0	0	2	0	1	1	12	7	2	18	9	1	0	30	4	12	4	14	8	9,6	4	0	0	0	0	493	420	386	324	283	245	21,7	21,4	66	74	16	17	17	20	18	19	35	39	202	246	199	174	83	63	28	39	0,3	0,5	0,8				1938,39	57	12,8	104,0	13,0	0,28	1	0	1	10	Upper body, Concussion	$84 146,34		RFA	$640 000,00	$690 000,00
1986-07-31	Magnitogorsk		RUS	RUS	75	195	2004	1	2	L	8471215	Malkin	Evgeni	C/RW	PIT	62	33	39	26	13	72	18	6,2	77	1416	69263	1143,9	18,62	18,56	32,7%	77,4%	12,2%	,930	1052	4,88	1,99	71,0%	55	2,88	315	314	250	193	191	192	21,6	81	16	11	27	25,7	23,5	350,8	40	40	84	-44	57	54	52	25	54	52	25	2,7%	365	481	365	481	43,1%	72,2%	57	97	132	185	176	199	110	152	139	156	217	305	1	5	6	0	0	0	2	0	6	5	3	1	15	0	3	9	45	17	2	34	31	13	2	92	36	22	33	14	-14	-16,3	35	1	0	0	0	1332	939	1009	707	763	545	76,9	44,8	263	147	93	38	63	46	35	47	98	93	534	638	440	499	176	121	84	74	8,4	1,6	9,9	5	1	0	2356,8	143	2,6	119,1	69,7	1,12	8	6	3	20	Lower body, Shoulder	$2 317 073,17	NMC	UFA	$9 500 000,00	$9 500 000,00
1995-04-30	Buffalo	NY	USA	USA	72	190	2013	6	159	L	8477391	Malone	Sean	C	BUF	1	0	0	0	0	0	0	0,0	0	15	732	12,2	12,20	12,20	23,5%	0,0%	0,0%	1,000	1000	0,00	0,00	0,0%	0	0,00	2	2	1	1	1	1	0,2	1	0	0	0	14,0	13,0	0,0	0	0	1	-1	0	1	0	1	1	0	1	16,7%	5	3	5	3	62,5%	88,9%	1	1	2	1	2	1	0	0	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0,0	0	0	0	0	0	10	6	7	5	6	5	0,4	0,4	2	2	0	0	0	0	0	0	0	0	5	4	0	4	4	1	0	1	0	0	0				39,78	1	0,0	78,7	0,4	0,4								RFA	$925 000,00	$883 750,00
1990-06-04	Prince George	BC	CAN	CAN	73	205				L	8475430	Manning	Brandon	D	PHI	65	3	9	4	5	12	-12	-2,9	83	1657	70419	1173,5	18,05	18,05	31,8%	33,3%	6,7%	,905	972	1,84	2,86	39,1%	-20	-1,02	193	193	117	85	84	84	3,6	9	6	9	15	50,9	49,0	96,9	121	121	121	0	32	38	9	79	38	9	79	7,2%	0	1	0	1	0,0%	0,1%	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	3	28	2	0	30	17	0	0	35	27	16	27	15	-11	-6,7	18	9	0	0	0	1051	1094	749	804	534	587	42,2	54,8	144	196	36	56	39	53	58	65	97	118	598	496	612	561	168	107	74	77	0,2	1,9	2,1				2511,34	292	7,2	109,7	17,4	0,27				7	Concussion, Upper body	$83 231,71		UFA	$950 000,00	$975 000,00
1991-10-07	Hinsdale	IL	USA	CAN	75	215	2011	6	160	R	8476312	Manson	Josh	D	ANA	82	5	12	4	8	17	14	13,1	82	1911	91639	1524,3	18,63	18,62	33,3%	28,8%	8,5%	,920	1005	2,32	2,32	50,0%	0	0,00	181	181	129	88	88	88	5,1	10	4	12	16	43,5	42,7	75,2	227	227	124	103	41	57	23	79	57	23	79	5,5%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	1	0	1	3	37	1	0	18	10	3	2	54	32	15	32	15	-17	-6,5	26	6	0	0	0	1285	1426	974	1084	694	737	68,8	75,4	226	263	59	59	64	56	83	67	147	123	792	688	800	583	239	148	112	99	0,6	4,7	5,3				3050,6	394	9,6	106,7	27,3	0,33	1	1	1					RFA	$825 000,00	$825 000,00
1994-09-16	Longueuil	QC	CAN	CAN	77	221	2013	1	20	L	8477511	Mantha	Anthony	RW	DET	60	17	19	6	13	36	10	10,9	53	1210	57246	933,7	15,88	15,78	28,6%	78,3%	9,2%	,909	1001	2,96	2,06	59,0%	14	0,90	211	216	181	129	133	133	15,4	57	9	15	24	28,2	26,0	111,5	46	45	54	-9	52	39	26	33	36	26	33	4,9%	5	6	5	6	45,5%	1,3%	1	1	2	1	2	4	1	0	3	4	3	2	2	1	3	0	0	0	2	0	0	7	0	0	8	0	5	5	42	19	0	16	26	5	2	65	15	12	15	15	-3	0,4	9	5	0	1	0	919	671	689	504	499	351	47,2	31,3	166	105	46	32	27	21	37	42	64	63	430	412	261	314	141	93	58	51	3,2	1,7	4,9				2327,74	137	8,0	102,2	39,8	0,67	3	1	2	5	Finger	$52 642,26		RFA	$832 500,00	$863 333,00
1988-05-11	Halifax	NS	CAN	CAN	69	181	2006	3	71	L	8473419	Marchand	Brad	LW/C	BOS	80	39	46	23	23	85	18	17,7	81	1942	93295	1546,7	19,35	19,37	32,6%	75,2%	11,1%	,900	1011	4,38	2,44	64,2%	50	1,94	408	407	320	226	226	226	23,5	78	21	13	34	28,5	27,0	380,8	51	51	129	-78	94	84	69	35	84	69	35	3,0%	13	23	13	23	36,1%	2,0%	1	5	3	1	9	17	6	10	5	6	4	15	1	7	8	4	1	1	10	1	0	8	0	1	19	2	3	10	79	22	2	3	41	10	7	141	35	30	30	22	-5	-7,7	33	1	0	0	1	1839	1167	1404	872	1017	628	89,2	55,5	275	179	113	63	63	39	74	51	137	90	1050	754	412	541	251	206	103	98	9,8	2,8	12,6	4	2	0	3191,36	168	3,6	116,6	99,2	1,24	8	6	3				M-NTC	UFA	$5 000 000,00	$4 500 000,00
1992-01-02	Moscow		RUS	RUS	75	210	2011	7	205	R	8476289	Marchenko	Alexey	D	DET/TOR	41	1	7	1	6	8	7	-2,2	12	964	41700	693,8	16,95	16,94	30,8%	32,0%	8,2%	,931	1013	2,16	2,33	48,1%	-2	-0,17	80	80	59	36	36	36	1,9	4	2	3	5	51,6	44,8	22,3	22	22	43	-21	23	22	5	59	22	5	59	8,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	20	2	0	13	3	1	0	17	6	3	6	3	-3	1,1	6	0	0	0	0	552	739	428	565	304	392	24,3	33,2	87	104	25	27	9	21	28	26	37	47	328	352	223	254	96	68	33	48	0,1	2,2	2,3				1558,33	93	4,5	111,6	8,1	0,2				16	Upper body, Shoulder	$282 926,83		RFA	$1 300 000,00	$1 450 000,00
1990-12-27	Cap-Rouge	QC	CAN	CAN	69	174				R	8476539	Marchessault	Jonathan	C	FLA	75	30	21	10	11	51	-21	-9,7	38	1567	76099	1264,8	16,92	16,90	29,7%	73,9%	9,0%	,896	986	3,27	2,99	52,3%	6	0,28	315	315	250	193	193	193	16,1	49	8	19	27	34,8	32,3	177,0	105	105	89	16	57	46	64	17	46	64	17	1,8%	122	148	122	148	45,2%	22,9%	22	31	24	28	76	89	41	47	35	48	87	92	1	6	6	1	0	0	2	0	6	7	2	0	13	0	6	3	48	10	2	53	39	9	4	76	19	19	20	13	0	-2,5	19	0	0	0	0	1377	965	1054	785	764	604	65,8	47,8	201	149	69	63	40	42	73	51	113	93	565	615	404	368	201	179	76	72	5,4	0,8	6,2	1	0	0	2993,14	160	8,9	111,1	50,4	0,67	3	6	2	7	Lower body	$64 024,39		UFA	$750 000,00	$750 000,00
1992-02-18	Kosice		SVK	SVK	76	210	2010	2	46	L	8475716	Marincin	Martin	D	TOR	25	1	6	2	4	7	3	-0,2	16	625	27071	450,4	18,05	18,04	33,4%	35,0%	10,0%	,920	1020	2,66	2,93	47,6%	-2	-0,27	67	67	39	22	22	22	1,2	2	1	0	1	55,2	44,0	28,4	25	25	28	-3	17	15	7	27	15	7	27	5,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	15	1	0	11	1	0	0	9	8	7	8	7	-1	0,9	8	0	0	0	0	405	511	295	404	200	276	21,9	25,3	69	77	20	22	16	15	19	20	35	35	216	237	196	196	63	70	30	28	0,3	1	1,4				899,19	68	4,0	122,0	8,0	0,32				21	Lower body, Flu	$320 121,95		RFA	$1 200 000,00	$1 250 000,00
1978-12-20	Voskresensk		RUS	RUS	72	200	1998	6	162	L	8467496	Markov	Andrei	D	MTL	62	6	30	21	9	36	18	8,1	16	1652	81230	1348,5	21,83	21,81	36,4%	55,4%	9,1%	,933	1024	2,89	1,91	60,2%	22	0,98	223	223	140	98	98	98	4,0	3	7	18	25	52,6	50,1	399,2	39	39	67	-28	42	69	28	73	69	28	73	6,2%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	2	0	2	1	39	0	0	38	6	0	0	54	8	9	8	9	1	6,3	8	0	0	0	0	1365	1178	1004	869	715	639	63,2	54,8	211	199	65	43	64	38	84	77	148	115	706	715	458	554	249	149	61	62	3	4,5	7,5				2355,96	128	8,4	113,1	45,3	0,73	1	2	3	19	Lower body	$1 332 317,07	M-NTC	UFA	$4 250 000,00	$5 750 000,00
1979-09-15	Aneroid	SK	CAN	CAN	74	215	1997	1	2	L	8466139	Marleau	Patrick	LW/C	S.J	82	27	19	7	12	46	4	5,9	28	1851	84416	1403,6	17,18	17,15	30,2%	56,1%	10,0%	,926	1026	3,51	1,88	65,1%	38	1,62	325	325	273	189	190	190	23,4	91	18	17	35	25,3	22,8	146,9	82	82	96	-14	84	51	46	32	51	46	32	2,7%	115	100	115	99	53,5%	14,9%	21	22	36	31	58	47	41	37	39	38	65	52	0	8	6	2	0	0	3	3	0	3	2	2	14	1	4	12	67	15	14	15	25	11	7	103	14	11	14	11	-3	-0,1	14	0	0	0	0	1630	1164	1180	829	819	594	82,5	52,0	282	169	82	44	66	45	53	87	119	132	744	696	393	434	328	175	61	78	4	1,9	6	1	0	0	3247,27	142	9,1	119,4	51,8	0,63	3	4	1				NMC	UFA	$6 500 000,00	$6 666 667,00
1997-05-05	Markham	ON	CAN	CAN	72	170	2015	1	4	R	8478483	Marner	Mitchell	C/RW	TOR	77	19	42	24	18	61	0	-2,3	38	1690	77663	1284,4	16,73	16,74	29,3%	72,6%	11,0%	,914	1024	3,92	2,62	60,0%	28	1,31	NA	325	NA	NA	176	176	18,4	64	NA	17	#VALEUR!	28,6	NA	362,3	41	41	101	-60	80	62	67	39	62	67	39	3,4%	14	23	14	23	37,8%	2,9%	3	3	3	5	8	15	9	12	3	5	8	12	0	4	5	0	0	0	0	0	0	8	1	1	9	0	4	7	69	12	0	11	57	6	1	88	18	20	17	18	2	3,2	18	0	0	0	0	1462	1156	1104	926	766	652	80,3	56,1	276	182	84	56	46	32	64	63	110	95	717	571	372	519	256	198	72	74	5,4	1,2	6,6	8	3	1	3095,06	118	6,0	122,3	56,9	0,74	3	7	2	5	Upper body	$54 522,38		RFA	$925 000,00	$894 167,00
1988-04-23	St. Louis	MO	USA	USA	75	227	2007	6	161	L	8474034	Maroon	Patrick	LW	EDM	81	27	15	9	6	42	13	15,0	95	1715	81345	1351,9	16,73	16,72	30,0%	54,5%	9,5%	,919	1014	3,42	2,09	62,1%	30	1,33	300	300	243	178	178	178	25,1	109	23	17	40	21,8	21,7	154,6	189	189	109	80	65	49	33	23	49	33	23	2,1%	6	9	6	9	40,0%	1,2%	0	0	0	1	6	8	4	3	1	2	3	6	0	8	5	0	0	0	2	1	0	1	2	1	20	0	5	3	57	17	2	5	36	16	6	96	34	19	34	19	-15	-13,0	25	9	0	0	0	1500	1091	1116	791	809	581	82,0	53,2	322	186	77	47	55	31	65	77	120	108	555	661	511	486	298	184	77	86	3,9	2	6	1	0	0	3155,13	316	8,9	115,0	52,5	0,65	4	2	3					UFA	$2 000 000,00	$2 000 000,00
