#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
75,Sep 11 '89,Hamilton,ON,CAN,71,191,L,Y,24,SCOTTTIMMINS,Timmins,Scott,FLA,FLA,C,5,0,0,0,-2,6,0.0%,52.9,10.6,74,14.8,0.72,0,0.00,0.0%,0.0%,0.0%,31,15,16,48.4%,11.2,6,5,2,3,1,6.8,5.7,2.3,3.4,1.1,4,2,0,0,0,0,-2.1,44.0,8.8,8.81,40.15,18.0%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,28,14,14,50.0%,4,7,34.4%,7,7,43.8%,4,3,21.9%,44.0%,1,20,17,11,14.75615786,0.283,8,3.544,-0.025,-2.166,0.0%,.944,944,-5.6%,0.00,2.72,20.43,49.04,36.78,84.45,-47.67,0,2,15,34,5,13,13,7,-40.61,1.79,2.39,27.20,35.27,48.42,62.76,-33.3,6,8,85,110,27,44,48,44,2,0,-2,2.73,0.00,-2.73,0.3,0.1,0.06,3.49,1.7%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,1,0,1,0.0%,0,0,0,0,0,0,0,0,0,0,8.6,1.7,1.72,5.42,24.1%,0,0,0,0,0,0,2,1,1,50.0%,0,2,0,6,0,5,3,0,0,0,0,0,4,2,,, ,,0,0,0,0,0,0, ,4,-0.2,0.0,-0.2,-0.04,-0.23,0.7,1.2,-1.8,-0.3,-0.1,0,-0.4,-0.08,-0.45,9,0,0,,,"$52,879","$180,000",-0.4
44,Mar 18 '75,Kuopio,,FIN,70,194,L,,38,KIMMOTIMONEN,Timonen,Kimmo,PHI,PHI,D,45,5,24,29,3,78,6.4%,979.5,21.8,1270,28.2,0.77,83,5.10,8.6%,41.4%,50.0%,#VALUE!, , ,#VALUE!,0.0,31,79,35,21,13,1.9,4.8,2.1,1.3,0.8,36,18,0,0,0,0,-10.3,676.5,15.0,14.41,32,31.0%,2,3,6,10,12,1.06,33,6.5%,32.3%,38.7%, ,,, ,104,108,29.8%,105,108,30.0%,140,146,40.2%,49.9%,7,235,229,220,16.1908752,0.661,3,1.279,2.855,-3.42,9.2%,.901,911,-0.7%,2.87,2.59,31.18,26.28,58.48,53.76,4.72,31,28,306,256,132,123,174,163,9.36,1.96,3.00,26.25,29.50,50.96,60.29,14.1,47,72,583,636,247,343,396,346,13,2,-11,1.15,0.18,-0.98,171.4,3.8,3.66,2.13,63.2%,3,8,4,14,17,6.0,51,11.1%,51.9%,63.0%, ,,, ,27,1,144,19,58,4,9,74,2,0,131.6,2.9,2.73,3.11,46.7%,0,0,0,0,0,0, ,,, ,0,11,21,74,8,42,48,6,2,1,62,29,42,12,,, ,,0,0,1,0,0,0, ,4,2.7,2.5,5.2,0.12,0.32,27.5,21.8,9,5.2,3.5,0,8.7,0.19,0.53,99,0,0,3,Foot,"$6,333,333",$0,-1.5
42,Feb 20 '92,Millersville,MD,USA,78,205,L,Y,21,JARREDTINORDI,Tinordi,Jarred,MTL,MTL,D,8,0,2,2,5,5,0.0%,93.7,11.7,131,16.4,0.72,8,5.31,0.0%,28.6%,28.6%,#VALUE!, , ,#VALUE!,0.0,14,6,2,2,0,9.0,3.8,1.3,1.3,0.0,2,1,0,0,0,0,1.5,86.5,10.8,10.77,36.72,22.7%,0,1,1,2,2,1.39,8,0.0%,28.6%,28.6%, ,,, ,15,15,40.5%,9,5,18.9%,21,9,40.5%,68.2%,7,33,31,35,14.85720643,-0.996,7,-2.67,0.025,6.441,12.1%,.938,950,5.8%,4.87,1.39,40.39,22.28,68.94,39.00,29.94,7,2,51,30,11,9,15,30,16.38,2.25,2.04,29.21,24.51,63.32,48.00,14.6,11,10,132,110,85,41,74,82,1,2,1,0.69,1.39,0.69,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,,,0,0,0,0,0,0,0,0,7.2,0.9,0.9,4.51,16.6%,0,0,0,0,0,0, ,,, ,0,0,0,4,1,2,4,1,0,0,7,0,2,0,,, ,,0,0,0,0,0,0, ,3,0.1,0.6,0.7,0.09,0.45,1.6,1.9,4.5,0.3,0.9,0,1.2,0.15,0.77,21,0,0,,,"$184,545","$212,500",1.1
19,Mar 16 '88,Slany,,CZE,72,209,L,,25,JIRITLUSTY,Tlusty,Jiri,CAR,CAR,C/LW,48,23,15,38,15,117,19.7%,875.8,18.2,1179,24.6,0.74,73,5.01,42.6%,27.8%,70.4%,18,3,15,16.7%,0.6,53,41,43,21,22,3.6,2.8,2.9,1.4,1.5,18,9,0,0,0,0,-3.1,702.7,14.6,14.43,33.72,30.0%,19,7,4,11,30,2.56,60,42.2%,24.4%,66.7%,15,2,13,13.3%,141,132,35.5%,101,95,25.5%,159,141,39.0%,58.2%,11,290,237,241,16.03860271,0.605,5,-0.37,-1.817,2.226,11.7%,.934,946,5.1%,3.90,2.17,33.26,32.83,63.50,64.19,-.69,45,25,339,354,155,172,190,194,-5.35,1.89,3.15,31.58,30.77,61.50,56.09,-6.1,51,85,801,745,367,335,348,440,7,5,-2,0.60,0.43,-0.17,126.4,2.6,2.58,2.9,47.1%,4,1,2,4,8,3.8,13,50.0%,50.0%,100.0%,1,0,1,0.0%,8,3,99,16,45,5,7,55,1,0,46.7,1.0,0.99,3.95,20.0%,0,0,0,0,0,0,2,1,1,50.0%,1,8,5,39,4,14,19,4,0,1,55,9,39,8,1,0,0%,0,4,0,3,4,0,0, ,5,4.5,1.5,5.9,0.12,0.40,17.8,16.9,20.9,9.5,2.8,-0.3,12,0.25,0.82,99,0,0,,,"$1,600,000",$0,10.1
19,Apr 29 '88,Winnipeg,MB,CAN,74,208,L,,25,JONATHANTOEWS,Toews,Jonathan,CHI,CHI,C,47,23,25,48,28,143,16.1%,909.1,19.3,1174,25.0,0.77,75,4.96,40.4%,43.9%,84.2%,933,559,374,59.9%,33.6,24,16,36,16,56,1.6,1.1,2.4,1.1,3.7,27,11,1,0,0,0,7.8,716.2,15.2,14.4,34.33,29.6%,19,8,9,20,39,3.27,71,42.2%,44.4%,86.7%,750,431,319,57.5%,136,97,31.5%,101,89,25.7%,173,144,42.8%,55.1%,7,271,244,245,16.06752081,0.781,5,-0.46,2.042,10.047,11.3%,.934,946,4.8%,3.99,1.60,35.20,24.29,59.31,44.50,14.80,45,18,352,256,117,86,142,155,2.99,2.45,1.90,28.97,25.51,53.36,47.71,9.2,66,51,713,635,274,237,360,382,9,15,6,0.75,1.26,0.50,126.3,2.7,2.47,2.73,47.5%,2,0,2,4,6,2.8,0,25.0%,50.0%,75.0%,129,93,36,72.1%,8,4,88,11,34,4,3,70,0,2,66.6,1.4,1.4,3.46,28.8%,2,1,0,1,3,5,54,35,19,64.8%,4,4,14,30,3,14,23,2,0,1,66,13,29,4,11,5,45%,0,5,0,5,0,0,0, ,7,5.5,2.0,7.6,0.16,0.50,22.6,20.6,15,10.9,3.9,0.8,15.7,0.33,1.04,99,0,0,,,"$6,300,000",$0,5.5
73,Apr 24 '92,Toronto,ON,CAN,73,187,R,Y,21,TYLERTOFFOLI,Toffoli,Tyler,LAK,LAK,C/RW,10,2,3,5,3,20,10.0%,119.8,12.0,178,17.8,0.67,9,4.26,25.0%,37.5%,62.5%,#VALUE!, , ,#VALUE!,0.0,4,1,9,2,3,2.0,0.5,4.5,1.0,1.5,2,1,0,0,0,0,-1.2,104.2,10.4,10.24,40.07,20.4%,1,1,1,2,3,1.73,9,16.7%,33.3%,50.0%, ,0,0, ,17,23,43.5%,15,14,31.5%,13,10,25.0%,58.0%,9,47,37,29,15.31775346,-0.809,12,1.866,-1.339,11.025,11.8%,.946,958,6.4%,3.52,1.76,29.88,32.81,59.77,57.42,2.34,6,3,45,53,28,18,24,23,-8.82,2.99,2.10,33.39,27.40,56.75,53.46,-1.0,20,14,203,169,83,88,86,73,1,0,-1,0.58,0.00,-0.58,15.6,1.6,1.55,2.88,35.0%,1,0,1,1,2,7.7,0,50.0%,50.0%,100.0%, ,0,0, ,2,0,15,0,5,1,0,5,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,8,2,3,0,,, ,,0,0,0,0,0,0, ,1,0.4,0.3,0.7,0.07,0.35,2.7,2.1,2.8,0.9,0.5,0,1.4,0.14,0.70,44,0,0,,,"$297,778","$200,000",1.3
22,Feb 02 '83,Churchill,MB,CAN,69,199,R,,30,JORDINTOOTOO,Tootoo,Jordin,DET,DET,RW,42,3,5,8,0,45,6.7%,381.5,9.1,540,12.9,0.71,60,9.44,30.0%,50.0%,80.0%,#VALUE!, , ,#VALUE!,0.0,68,7,15,8,11,10.7,1.1,2.4,1.3,1.7,78,9,8,2,0,0,3.3,377.3,9.0,8.97,38.19,19.0%,3,3,1,4,7,1.11,58,33.3%,44.4%,77.8%, ,0,0, ,56,77,41.3%,46,42,27.3%,45,56,31.4%,60.2%,11,150,162,89,14.33898871,-1.129,12,-1.202,-7.005,1.42,5.2%,.952,957,0.3%,1.43,1.43,27.71,29.62,47.46,52.08,-4.62,9,9,165,177,61,52,89,63,-9.77,2.28,2.02,29.89,27.42,56.30,47.92,-13.0,61,54,738,679,329,243,305,377,8,12,4,1.27,1.91,0.64,4.2,0.1,0.1,5.92,1.7%,0,1,0,1,1,14.5,2,0.0%,100.0%,100.0%, ,0,0, ,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.02,5.45,0.4%,0,0,0,0,0,0, ,0,0, ,0,0,1,1,0,1,0,0,0,0,10,1,9,0,,, ,,0,0,1,0,0,0, ,2,0.1,0.5,0.6,0.01,0.09,6.9,6.4,-0.8,0.2,0.8,0,1,0.02,0.16,99,0,0,,,"$1,900,000",$0,-1.5
13,Oct 08 '81,Toronto,ON,CAN,72,210,L,,32,RAFFITORRES,Torres,Raffi,SJS,"PHX, SJS",LW,39,7,11,18,0,60,11.7%,517.5,13.3,719,18.4,0.72,71,8.28,31.8%,50.0%,81.8%,13,6,7,46.2%,0.5,87,15,28,16,12,10.1,1.7,3.2,1.9,1.4,17,6,1,0,0,0,-0.8,475.4,12.2,12.17,36.79,24.9%,6,6,5,11,17,2.15,71,30.0%,55.0%,85.0%,12,5,7,41.7%,77,84,35.5%,66,48,25.2%,78,100,39.3%,58.5%,12,174,186,145,15.13413304,-0.212,8,0.34,-0.315,1.495,8.4%,.919,927,0.3%,2.53,2.53,30.09,31.22,59.41,56.76,2.65,20,20,218,227,113,96,106,119,-0.64,2.30,2.17,30.82,28.98,59.13,55.70,-0.8,55,52,682,641,306,287,352,371,3,4,1,0.38,0.50,0.13,42.1,1.1,1.08,3.58,23.2%,1,0,0,0,1,1.4,0,50.0%,0.0%,50.0%,1,1,0,100.0%,2,0,24,8,14,4,2,20,1,0,0.1,0.0,0,4.98,0.0%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,22,2,20,0,1,1,100%,1,1,0,0,0,0,0, ,4,1.3,0.6,1.9,0.05,0.22,11.6,11,-0.6,2.2,1,0.5,3.8,0.10,0.44,99,0,0,,,"$1,750,000",$0,1.6
7,Aug 14 '89,New Westminster,BC,CAN,73,193,R,,24,KYLETURRIS,Turris,Kyle,OTT,OTT,C,48,12,17,29,6,118,10.2%,942.7,19.6,1197,24.9,0.79,154,9.79,30.0%,42.5%,72.5%,920,451,469,49.0%,31.8,30,20,47,27,28,1.9,1.3,3.0,1.7,1.8,24,12,0,0,0,0,-0.2,742.7,15.5,14.84,33.07,31.0%,9,8,2,11,20,1.62,110,31.0%,37.9%,69.0%,671,340,331,50.7%,105,125,33.6%,101,99,29.2%,134,120,37.1%,53.5%,6,288,261,225,16.2014701,0.631,3,-0.406,0.986,9.24,7.3%,.943,950,1.6%,2.44,1.94,33.44,33.95,66.29,59.05,7.24,29,23,368,380,164,129,169,226,-3.33,1.97,2.04,32.17,28.16,60.55,51.56,-1.8,52,54,799,691,325,283,336,426,5,9,4,0.40,0.73,0.32,131.2,2.7,2.62,2.49,51.3%,3,4,2,6,9,4.1,44,27.3%,54.5%,81.8%,141,57,84,40.4%,11,0,111,16,36,4,3,70,1,0,68.8,1.4,1.43,4.28,25.0%,0,0,0,0,0,0,108,54,54,50.0%,0,7,14,69,1,16,17,5,2,0,42,12,31,7,6,2,33%,0,2,1,2,2,0,0, ,6,1.9,1.5,3.4,0.07,0.22,19.4,19.3,2.6,3.1,2.8,-0.1,5.8,0.12,0.37,99,0,0,,,"$1,400,000",$0,4.2
42,Apr 23 '89,Airdrie,AB,CAN,70,192,L,,24,DANATYRELL,Tyrell,Dana,TBL,TBL,C,21,1,3,4,-3,19,5.3%,217.4,10.4,320,15.2,0.68,24,6.72,16.7%,50.0%,66.7%,15,5,10,33.3%,1.1,24,2,13,4,5,6.6,0.6,3.6,1.1,1.4,4,2,0,0,0,0,1.6,189.5,9.0,8.97,39.4,18.5%,1,2,1,3,4,1.27,24,16.7%,50.0%,66.7%,12,5,7,41.7%,32,18,28.2%,18,28,26.0%,44,37,45.8%,52.1%,9,72,74,55,15.26588713,0.394,3,-0.369,-0.286,-5.288,8.2%,.905,913,-1.3%,1.91,2.55,23.25,26.76,48.73,53.51,-4.78,6,8,67,76,41,44,40,39,-0.45,3.48,2.47,31.54,29.44,53.59,57.36,-1.0,48,34,387,372,137,188,197,167,1,3,2,0.32,0.95,0.63,2.7,0.1,0.13,5,2.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,1,0,0,0,0,0,1,0,0,25.2,1.2,1.2,4.35,21.6%,0,0,0,0,0,0,3,0,3,0.0%,0,1,7,17,2,12,10,0,0,0,6,0,10,1,,, ,,0,0,0,0,0,0, ,3,-0.1,0.0,0.0,0.00,0.00,3.6,3.8,-3.1,-0.1,0.1,0,0,0.00,0.00,63,0,0,,,"$381,818",$0,-0.1
51,Jul 19 '83,Izhevsk,,RUS,74,216,L,,30,FEDORTYUTIN,Tyutin,Fedor,CBJ,CBJ,D,48,4,18,22,9,56,7.1%,1156.6,24.1,1302,27.1,0.89,105,5.44,8.9%,40.0%,48.9%,#VALUE!, , ,#VALUE!,0.0,58,58,31,19,9,3.0,3.0,1.6,1.0,0.5,28,14,0,0,0,0,-2.2,901.8,18.8,17.59,30.71,36.4%,4,7,3,12,16,1.06,68,10.8%,32.4%,43.2%, ,,, ,134,106,29.7%,145,110,31.6%,152,160,38.7%,48.5%,4,302,254,290,15.72070556,0.546,2,0.79,-0.4,-5.186,10.3%,.921,931,2.4%,2.63,2.20,25.51,27.93,49.10,53.16,-4.05,37,31,322,362,139,158,197,193,2.20,1.99,2.12,24.79,30.61,47.09,53.20,2.1,49,52,560,700,204,248,307,344,11,3,-8,0.73,0.20,-0.53,133.0,2.8,2.66,2.61,50.5%,0,3,1,5,5,2.3,37,0.0%,83.3%,83.3%, ,,, ,6,0,68,13,36,3,2,48,1,2,121.9,2.5,2.39,2.46,49.3%,0,0,1,1,1,0, ,,, ,2,12,14,79,2,33,37,3,1,1,49,7,47,14,,, ,,2,1,1,0,0,0, ,6,1.5,3.5,5.0,0.10,0.26,23.5,27.3,6.4,3,4.4,0,7.5,0.16,0.39,99,0,0,,,"$4,500,000",$0,0.5
41,Apr 22 '89,Jonkoping,,SWE,74,195,L,,24,DAVIDULLSTROM,Ullstrom,David,NYI,NYI,LW/C,20,2,3,5,-2,28,7.1%,190.0,9.5,299,15.0,0.64,21,6.63,25.0%,37.5%,62.5%,18,10,8,55.6%,1.5,23,1,15,5,3,7.3,0.3,4.7,1.6,0.9,6,3,0,0,0,0,-0.3,186.1,9.3,9.14,38.06,19.4%,2,2,1,3,5,1.61,21,25.0%,37.5%,62.5%,18,10,8,55.6%,27,27,28.7%,34,28,33.0%,33,39,38.3%,46.6%,4,60,77,66,15.12160205,-0.18,10,1.371,-0.271,-0.349,9.5%,.898,907,-0.7%,2.63,2.95,27.57,28.88,51.53,55.14,-3.61,8,9,76,79,29,41,39,44,-1.15,2.13,3.47,28.30,28.38,53.99,54.78,-2.8,27,44,332,316,140,138,197,186,3,3,0,0.97,0.97,0.00,3.7,0.2,0.18,5.93,2.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,3,0,1,1,0,2,0,0,0.2,0.0,0.01,5.3,0.2%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,8,0,10,0,,, ,,1,0,1,0,0,1,0%,3,0.2,0.1,0.4,0.02,0.13,4.5,4.5,-1.4,0,0.3,0,0.4,0.02,0.13,82,0,0,10,Groin,"$583,249","$187,500",0.1
18,May 03 '82,Pittsburgh,PA,USA,74,220,L,,31,R.J.UMBERGER,Umberger,RJ,CBJ,CBJ,LW/C,48,8,10,18,3,96,8.3%,887.5,18.5,1149,23.9,0.77,63,4.27,24.2%,30.3%,54.5%,108,54,54,50.0%,3.8,51,45,31,11,22,3.4,3.0,2.1,0.7,1.5,16,8,0,0,0,0,4.9,709.1,14.8,13.98,34.32,28.9%,6,5,2,7,13,1.10,63,27.3%,31.8%,59.1%,73,37,36,50.7%,102,100,30.5%,121,100,33.4%,110,129,36.1%,47.8%,8,227,212,211,16.03755206,0.935,1,1.022,-1.272,-5.904,7.9%,.950,957,2.9%,1.97,1.61,24.86,31.92,47.48,57.76,-10.28,22,18,256,339,100,122,167,153,-2.91,2.33,2.37,25.13,28.66,48.00,51.17,-7.1,64,65,626,722,244,283,335,384,4,10,6,0.34,0.85,0.51,128.8,2.7,2.5,2.77,47.4%,2,0,3,3,5,2.3,0,18.2%,27.3%,45.5%,26,13,13,50.0%,11,0,68,12,37,4,2,36,1,0,49.6,1.0,1.02,3.83,21.0%,0,0,0,0,0,0,9,4,5,44.4%,0,3,7,32,3,22,23,2,0,1,35,12,23,3,,, ,,1,0,0,1,0,0, ,5,0.4,1.2,1.6,0.03,0.11,17.6,14,2.8,-0.5,1.4,0,0.9,0.02,0.06,99,0,0,,,"$4,600,000",$0,-6.3
19,Oct 07 '83,Fort McMurray,AB,CAN,72,200,L,,30,SCOTTIEUPSHALL,Upshall,Scottie,FLA,FLA,LW/RW,27,4,1,5,-8,54,7.4%,364.5,13.5,535,19.8,0.68,30,5.00,57.1%,14.3%,71.4%,14,9,5,64.3%,0.9,38,6,19,8,13,6.3,1.0,3.1,1.3,2.1,25,9,1,0,0,0,1.4,309.1,11.4,11.36,36.97,23.5%,3,1,0,1,4,0.78,30,60.0%,20.0%,80.0%,9,6,3,66.7%,43,38,30.5%,30,32,23.3%,48,75,46.2%,56.6%,6,115,76,92,15.77453208,0.552,5,1.686,-0.379,-2.454,3.3%,.920,924,-4.7%,0.98,2.54,29.73,31.89,51.06,56.53,-5.48,5,13,147,150,53,60,66,56,-3.02,1.68,3.37,27.41,32.64,53.86,56.32,-3.0,28,56,428,487,185,191,203,255,3,7,4,0.58,1.36,0.78,22.0,0.8,0.78,3.72,17.3%,1,0,0,0,1,2.7,0,50.0%,0.0%,50.0%,4,2,2,50.0%,2,0,22,3,4,1,0,5,1,1,33.3,1.2,1.23,4.74,20.6%,0,0,0,0,0,0,1,1,0,100.0%,0,4,2,21,0,15,10,1,2,0,7,2,18,5,,, ,,0,0,1,0,0,0, ,4,0.0,0.1,0.1,0.00,0.02,5.3,5.9,-4.6,0.1,0,0,0.1,0.00,0.02,99,0,0,21,"Ankle, Lower body","$3,500,000",$0,-5.2
33,Dec 20 '90,Stockholm,,SWE,77,215,L,Y,23,ALEXANDERURBOM,Urbom,Alexander,NJD,NJD,D,1,0,0,0,-1,0,0.0%,14.2,14.2,18,18.0,0.79,0,0.00,0.0%,0.0%,0.0%,#VALUE!, , ,#VALUE!,0.0,1,1,1,2,1,4.2,4.2,4.2,8.5,4.2,0,0,0,0,0,0,0.1,13.8,13.8,13,35.63,26.7%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%, ,,, ,1,3,50.0%,0,1,12.5%,0,3,37.5%,80.0%,8,5,1,2,15.22834114,-2.342,8,4.009,0.799,11.692,0.0%,.833,833,-16.7%,0.00,4.62,18.46,27.69,32.31,36.92,-4.62,0,1,4,5,2,0,2,1,-19.59,1.68,0.00,26.94,18.52,38.73,25.26,-18.1,1,0,15,11,1,2,2,6,0,0,0,0.00,0.00,0.00,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,,,0,0,0,0,0,0,0,0,0.4,0.4,0.35,5.6,5.9%,0,0,0,0,0,0, ,,, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,, ,,0,0,0,0,0,0, ,1,0.0,0.0,-0.1,-0.10,-0.42,0.1,0.1,0,0,0,0,0,0.00,0.00,11,0,0,,,"$62,130","$310,000",0.0
14,Apr 20 '83,Abbotsford,BC,CAN,70,173,L,,30,DAVIDVANDERGULIK,Van Der Gulik,David,COL,COL,LW/RW,9,0,2,2,2,10,0.0%,85.0,9.4,155,17.2,0.55,20,13.77,0.0%,40.0%,40.0%,8,4,4,50.0%,1.5,10,5,2,1,3,7.1,3.5,1.4,0.7,2.1,6,3,0,0,0,0,-1.2,69.8,7.8,7.71,39.57,16.3%,0,2,0,2,2,1.72,20,0.0%,50.0%,50.0%,5,3,2,60.0%,13,7,28.6%,14,12,37.1%,11,13,34.3%,43.5%,2,27,42,18,13.97960661,-1.702,14,-1.116,-0.801,-2.849,10.3%,.926,936,2.8%,3.46,1.73,33.72,23.35,57.93,38.05,19.89,4,2,35,25,9,7,10,19,23.10,1.52,2.36,28.47,29.32,51.39,57.62,26.1,9,14,160,160,52,86,82,84,3,2,-1,2.58,1.72,-0.86,0.4,0.0,0.05,6.07,0.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,0,0,0,0,0,0,0,14.8,1.6,1.59,3.87,29.1%,0,0,0,0,0,0,3,1,2,33.3%,1,3,0,9,1,6,7,0,0,0,4,0,5,3,,, ,,0,0,0,0,0,0, ,4,0.0,0.2,0.2,0.02,0.14,1.8,2.9,2.3,-0.1,0.6,0,0.5,0.06,0.35,17,0,0,,,"$98,737",$0,0.5
21,May 04 '89,Middletown,NJ,USA,75,200,L,,24,JAMESVANRIEMSDYK,van Riemsdyk,James,TOR,TOR,LW/RW,48,18,14,32,-7,140,12.9%,922.0,19.2,1171,24.4,0.79,55,3.59,35.3%,27.5%,62.7%,43,24,19,55.8%,1.4,55,15,47,31,17,3.6,1.0,3.1,2.0,1.1,26,13,0,0,0,0,-8.1,728.9,15.2,15.07,33.02,31.3%,13,5,7,13,26,2.14,49,36.1%,36.1%,72.2%,22,12,10,54.5%,104,95,29.7%,108,101,31.2%,150,111,39.0%,48.8%,9,238,299,262,16.02025242,0.935,5,2.274,1.823,-11.96,10.3%,.905,915,0.7%,2.99,3.32,29.11,34.75,57.40,66.77,-9.37,36,40,315,379,148,176,210,193,5.07,2.76,2.38,24.57,32.29,48.68,64.09,6.0,73,63,576,790,288,367,473,349,8,5,-3,0.66,0.41,-0.25,135.6,2.8,2.64,2.48,51.6%,5,1,0,1,6,2.7,6,33.3%,6.7%,40.0%,16,11,5,68.8%,15,2,82,21,46,4,4,52,3,0,57.5,1.2,1.21,4.32,21.9%,0,0,0,0,0,0,5,1,4,20.0%,0,1,4,50,5,17,21,3,1,0,54,18,44,1,2,0,0%,0,3,0,3,0,0,0, ,4,3.0,0.6,3.6,0.08,0.23,21.8,17.3,-7.3,4.3,-0.7,-0.6,3,0.06,0.20,99,0,0,,,"$4,250,000",$0,-3.6
54,Mar 15 '87,Moorhead,MN,USA,74,190,L,Y,26,CHRISVANDEVELDE,VandeVelde,Chris,EDM,EDM,C,11,0,0,0,-3,7,0.0%,77.5,7.0,114,10.4,0.68,0,0.00,0.0%,0.0%,0.0%,44,21,23,47.7%,6.9,12,3,1,2,2,9.3,2.3,0.8,1.5,1.5,4,2,0,0,0,0,-1.1,66.5,6.0,6.05,41.68,12.7%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,38,18,20,47.4%,8,8,38.1%,6,6,28.6%,5,9,33.3%,57.1%,15,25,17,15,14.2906172,-0.277,8,2.794,-5.333,-15.98,4.8%,.882,887,-7.0%,0.90,3.61,18.93,30.65,38.77,66.72,-27.95,1,4,20,30,10,16,24,12,-10.98,1.83,2.62,30.49,34.03,52.61,63.86,-16.7,14,20,219,240,72,102,126,97,2,1,-1,1.80,0.90,-0.90,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,11.0,1.0,0.96,4.58,17.3%,0,0,0,0,0,0,6,3,3,50.0%,0,3,1,2,0,3,5,0,0,0,1,0,7,3,,, ,,0,0,0,0,0,0, ,2,-0.2,0.0,-0.3,-0.03,-0.23,0.6,0.5,0,-0.3,0.1,0,-0.2,-0.02,-0.15,26,0,0,,,"$187,515",$0,-0.3
